TS_ring,RH_name,RH_smiles,RH_Eele_TZVP,Rrad_name,Rrad_smiles,Rrad_Eele_TZVP,Rrad_Eele_def2SVP,ROO_name,ROO_smiles,ROO_Eele_TZVP,ROO_Eele_def2SVP,QOOH_name,QOOH_smiles,QOOH_Eele_TZVP,QOOH_Eele_def2SVP,TS_name,TS_smiles,TS_Eele_TZVP,TS_Eele_def2SVP,IRC_npoints,IRC_Efirst,IRC_Elast,IRC_Emin,IRC_Emax,bondsbroken_IRC_F,bondsbroken_IRC_B,IRC_energies
5,bigQM7w_000051_stereo_00001,CCCC,-158.541584515097,bigQM7w_000051_stereo_00001_C_rad_00002,C[CH]CC,-157.875254472420,-157.677105909024,bigQM7w_000051_stereo_00001_C_rad_00002_ROO_00001,CC[C@@H](C)O[O],-308.354833737394,-307.970951098573,bigQM7w_000051_stereo_00001_C_rad_00002_ROO_00001_QOOH_00002,C[CH][C@@H](C)OO,-308.324122049154,-307.932299490639,bigQM7w_000051_stereo_00001_C_rad_00002_ROO_00001_QOOH_00002_Nbridge_01,C[C@@H]1[N]OO[C@@H]1C,-308.291442904064,-307.903890809090,50,-40.228002,-17.896877,-40.228002,0.0,1,1,"-40.228002;-40.151518;-40.070522;-39.984014;-39.891452;-39.792495;-39.686452;-39.575012;-39.452516;-39.328725;-39.272140;-39.079891;-38.369942;-37.368985;-35.926095;-34.010759;-31.296068;-27.284800;-21.580208;-13.647056;-1.293170;0.000000;-1.092091;-4.944726;-7.925510;-10.211297;-11.943219;-13.370437;-14.499770;-15.390590;-16.036091;-16.141187;-16.407153;-16.646903;-16.714674;-16.828509;-16.943022;-17.049347;-17.150717;-17.245145;-17.335512;-17.413627;-17.495772;-17.569955;-17.638926;-17.703873;-17.765721;-17.825952;-17.876052;-17.896877"
5,bigQM7w_000051_stereo_00001,CCCC,-158.541584515097,bigQM7w_000051_stereo_00001_C_rad_00002,C[CH]CC,-157.875254472420,-157.677105909024,bigQM7w_000051_stereo_00001_C_rad_00002_ROO_00001,CC[C@@H](C)O[O],-308.354833737394,-307.970951098573,bigQM7w_000051_stereo_00001_C_rad_00002_ROO_00001_QOOH_00002,C[CH][C@@H](C)OO,-308.324122049154,-307.932299490639,bigQM7w_000051_stereo_00001_C_rad_00002_ROO_00001_QOOH_00002_Nbridge_02,C[C@H]1OO[N][C@@H]1C,-308.293992192938,-307.905737840406,50,-39.711934,-17.224428,-39.711934,0.0,1,1,"-39.711934;-39.639733;-39.561480;-39.477389;-39.388911;-39.289703;-39.185080;-39.070073;-38.954317;-38.905154;-38.656787;-37.941094;-36.934340;-35.511201;-33.616324;-30.945357;-26.987488;-21.330385;-13.465967;-1.284180;0.000000;-1.089984;-4.808971;-7.674659;-9.854482;-11.489820;-12.835774;-13.898255;-14.730356;-14.941628;-15.084535;-15.256026;-15.425571;-15.583117;-15.735258;-15.877468;-16.014070;-16.143195;-16.265348;-16.380148;-16.491040;-16.594559;-16.692583;-16.784752;-16.871059;-16.952069;-17.028486;-17.099435;-17.165507;-17.224428"
6,bigQM7w_000121_stereo_00001,CCC(C)C,-197.879984167231,bigQM7w_000121_stereo_00001_C_rad_00004,[CH2]C(C)CC,-197.208868096353,-196.962131046865,bigQM7w_000121_stereo_00001_C_rad_00004_ROO_00001,CC[C@@H](C)CO[O],-347.685642315299,-347.254932562283,bigQM7w_000121_stereo_00001_C_rad_00004_ROO_00001_QOOH_00003,C[CH][C@@H](C)COO,-347.658881360169,-347.220169924396,bigQM7w_000121_stereo_00001_C_rad_00004_ROO_00001_QOOH_00003_Nbridge_01,C[C@@H]1[N]OOC[C@@H]1C,-347.642454761906,-347.209524571578,38,-7.606003,-27.913235,-27.913235,0.0,1,1,"-7.606003;-7.542857;-7.471493;-7.393444;-7.311150;-7.216754;-7.119261;-7.010484;-6.892092;-6.762375;-6.623606;-6.472265;-6.317390;-6.201870;-6.031574;-5.220299;-4.136523;-2.767161;-0.926792;0.000000;-1.283035;-7.354662;-12.338212;-16.248111;-19.102627;-21.364716;-23.165368;-24.590007;-25.711793;-26.574889;-27.198995;-27.282390;-27.393127;-27.509216;-27.625101;-27.726907;-27.825900;-27.913235"
6,bigQM7w_000121_stereo_00001,CCC(C)C,-197.879984167231,bigQM7w_000121_stereo_00001_C_rad_00004,[CH2]C(C)CC,-197.208868096353,-196.962131046865,bigQM7w_000121_stereo_00001_C_rad_00004_ROO_00001,CC[C@@H](C)CO[O],-347.685642315299,-347.254932562283,bigQM7w_000121_stereo_00001_C_rad_00004_ROO_00001_QOOH_00003,C[CH][C@@H](C)COO,-347.658881360169,-347.220169924396,bigQM7w_000121_stereo_00001_C_rad_00004_ROO_00001_QOOH_00003_Nbridge_02,C[C@H]1COO[N][C@@H]1C,-347.643470105477,-347.210476653443,37,-27.662214,-7.478722,-27.662214,0.0,1,1,"-27.662214;-27.583532;-27.497076;-27.401458;-27.291108;-27.175948;-27.046545;-26.900003;-26.755070;-26.666974;-26.366162;-25.512198;-24.396417;-22.975237;-21.181066;-18.920192;-16.072242;-12.194034;-7.266903;-1.294678;0.000000;-0.938519;-2.778733;-4.178404;-5.296992;-6.129536;-6.343633;-6.441958;-6.595286;-6.744023;-6.881069;-7.005683;-7.118693;-7.220608;-7.314908;-7.400208;-7.478722"
5,bigQM7w_000247_stereo_00001,CC1CCC1,-196.645994571911,bigQM7w_000247_stereo_00001_C_rad_00003,CC1[CH]CC1,-195.976496978760,-195.740957172103,bigQM7w_000247_stereo_00001_C_rad_00003_ROO_00001,C[C@H]1CC[C@@H]1O[O],-346.459486878289,-346.038269332427,bigQM7w_000247_stereo_00001_C_rad_00003_ROO_00001_QOOH_00002,C[C@H]1C[CH][C@@H]1OO,-346.427820794484,-345.998589835422,bigQM7w_000247_stereo_00001_C_rad_00003_ROO_00001_QOOH_00002_Nbridge_01,C[C@H]1C[C@@H]2[N]OO[C@@H]21,-346.389812932091,-345.964403647892,48,-43.627060,-18.102726,-43.62706,0.0,1,1,"-43.627060;-43.556571;-43.477817;-43.390461;-43.292061;-43.178230;-43.064114;-42.983571;-42.895620;-42.222049;-41.247343;-39.927433;-38.161190;-35.881845;-32.940604;-28.753998;-22.903846;-14.783357;-1.324068;0.000000;-1.095118;-4.981708;-7.859401;-10.009782;-11.598412;-12.907771;-13.982868;-14.853393;-15.061248;-15.408244;-15.771124;-16.094334;-16.395785;-16.665527;-16.897922;-16.975196;-17.079361;-17.190251;-17.297753;-17.403077;-17.503611;-17.600411;-17.689578;-17.779804;-17.867541;-17.949502;-18.026927;-18.102726"
5,bigQM7w_000247_stereo_00001,CC1CCC1,-196.645994571911,bigQM7w_000247_stereo_00001_C_rad_00003,CC1[CH]CC1,-195.976496978760,-195.740957172103,bigQM7w_000247_stereo_00001_C_rad_00003_ROO_00001,C[C@H]1CC[C@@H]1O[O],-346.459486878289,-346.038269332427,bigQM7w_000247_stereo_00001_C_rad_00003_ROO_00001_QOOH_00002,C[C@H]1C[CH][C@@H]1OO,-346.427820794484,-345.998589835422,bigQM7w_000247_stereo_00001_C_rad_00003_ROO_00001_QOOH_00002_Nbridge_02,C[C@H]1C[C@H]2[N]OO[C@H]12,-346.359456821782,-345.933683706409,50,-64.266598,-32.727584,-64.266598,0.0,1,1,"-64.266598;-64.191088;-64.108511;-64.020424;-63.924984;-63.821111;-63.709394;-63.591129;-63.461904;-63.327491;-63.179658;-63.032344;-62.949105;-62.776747;-62.024818;-61.070197;-59.897534;-58.459199;-56.730292;-54.655070;-52.199686;-49.318337;-45.946431;-41.923042;-37.252445;-31.886278;-25.757988;-18.810920;-11.124605;-1.263593;0.000000;-1.198405;-8.098855;-13.051952;-16.213795;-18.807455;-20.940832;-22.828158;-24.466485;-25.929070;-27.230449;-28.396661;-29.440769;-30.364286;-31.114825;-31.297746;-31.651971;-32.029467;-32.387667;-32.727584"
5,bigQM7w_000247_stereo_00001,CC1CCC1,-196.645994571911,bigQM7w_000247_stereo_00001_C_rad_00003,CC1[CH]CC1,-195.976496978760,-195.740957172103,bigQM7w_000247_stereo_00001_C_rad_00003_ROO_00001,C[C@H]1CC[C@@H]1O[O],-346.459486878289,-346.038269332427,bigQM7w_000247_stereo_00001_C_rad_00003_ROO_00001_QOOH_00003,C[C]1CC[C@@H]1OO,-346.432902127042,-346.004151342722,bigQM7w_000247_stereo_00001_C_rad_00003_ROO_00001_QOOH_00003_Nbridge_01,C[C@@]12CC[C@@H]1OO[N]2,-346.401443114112,-345.977013363843,50,-38.258173,-16.930168,-38.258173,0.0,1,1,"-38.258173;-38.177466;-38.091089;-37.998466;-37.900168;-37.793510;-37.681136;-37.562167;-37.437404;-37.304120;-37.164680;-37.017945;-36.863185;-36.699605;-36.534479;-36.436961;-36.188352;-35.350816;-34.279525;-32.852303;-30.921176;-28.424635;-24.905208;-19.708814;-12.520449;-1.294772;0.000000;-1.122887;-4.854799;-7.594384;-9.633414;-11.283084;-12.638051;-13.744119;-14.638912;-15.343144;-15.515046;-15.605765;-15.748060;-15.888924;-16.021160;-16.147812;-16.266747;-16.378701;-16.486439;-16.585567;-16.684561;-16.771944;-16.856058;-16.930168"
5,bigQM7w_000247_stereo_00001,CC1CCC1,-196.645994571911,bigQM7w_000247_stereo_00001_C_rad_00003,CC1[CH]CC1,-195.976496978760,-195.740957172103,bigQM7w_000247_stereo_00001_C_rad_00003_ROO_00001,C[C@H]1CC[C@@H]1O[O],-346.459486878289,-346.038269332427,bigQM7w_000247_stereo_00001_C_rad_00003_ROO_00001_QOOH_00003,C[C]1CC[C@@H]1OO,-346.432902127042,-346.004151342722,bigQM7w_000247_stereo_00001_C_rad_00003_ROO_00001_QOOH_00003_Nbridge_02,C[C@]12CC[C@@H]1OO[N]2,-346.359074049894,-345.933953372913,50,-63.332405,-32.165921,-63.332405,0.0,1,1,"-63.332405;-63.299810;-63.274283;-63.207087;-63.132566;-63.054098;-62.969929;-62.881584;-62.787846;-62.687869;-62.580855;-62.472069;-62.355638;-62.232306;-62.101295;-61.977245;-61.849147;-61.764239;-61.135868;-60.338329;-59.370559;-58.203266;-56.789511;-55.102875;-53.066237;-50.677278;-47.824396;-44.568843;-40.698735;-36.145468;-30.894867;-24.909421;-18.151937;-10.726393;-1.247459;0.000000;-1.194290;-8.206850;-13.693340;-17.269505;-20.039136;-22.314908;-24.290333;-25.987433;-27.477645;-28.786581;-29.941596;-30.960662;-31.843790;-32.165921"
5,bigQM7w_000247_stereo_00001,CC1CCC1,-196.645994571911,bigQM7w_000247_stereo_00001_C_rad_00004,CC1C[CH]C1,-195.977143486779,-195.741628109448,bigQM7w_000247_stereo_00001_C_rad_00004_ROO_00001,C[C@H]1C[C@H](O[O])C1,-346.457487229296,-346.035845137398,bigQM7w_000247_stereo_00001_C_rad_00004_ROO_00001_QOOH_00002,C[C@H]1[CH][C@H](OO)C1,-346.425823098479,-345.996168910539,bigQM7w_000247_stereo_00001_C_rad_00004_ROO_00001_QOOH_00002_Nbridge_01,C[C@@H]1C[C@H]2OO[N][C@@H]12,-346.390493797850,-345.965061888279,50,-43.870755,-17.582342,-43.870755,0.0,1,1,"-43.870755;-43.795245;-43.709967;-43.613196;-43.506874;-43.387046;-43.261709;-43.188472;-43.075202;-42.364079;-41.344409;-39.998106;-38.183985;-35.884042;-32.877910;-28.630888;-22.734290;-14.610865;-1.314534;0.000000;-1.096305;-4.970333;-7.800096;-9.850440;-11.338595;-12.535862;-13.486416;-13.756802;-14.147960;-14.551117;-14.921670;-15.262093;-15.579156;-15.864929;-16.116772;-16.215942;-16.326058;-16.446287;-16.563204;-16.674707;-16.781442;-16.885485;-16.983237;-17.080728;-17.173514;-17.261567;-17.346185;-17.427681;-17.505780;-17.582342"
5,bigQM7w_000247_stereo_00001,CC1CCC1,-196.645994571911,bigQM7w_000247_stereo_00001_C_rad_00004,CC1C[CH]C1,-195.977143486779,-195.741628109448,bigQM7w_000247_stereo_00001_C_rad_00004_ROO_00001,C[C@H]1C[C@H](O[O])C1,-346.457487229296,-346.035845137398,bigQM7w_000247_stereo_00001_C_rad_00004_ROO_00001_QOOH_00002,C[C@H]1[CH][C@H](OO)C1,-346.425823098479,-345.996168910539,bigQM7w_000247_stereo_00001_C_rad_00004_ROO_00001_QOOH_00002_Nbridge_02,C[C@@H]1C[C@H]2OO[N][C@H]12,-346.356673049296,-345.930919732441,50,-37.282546,-23.147959,-37.282546,-23.147959,1,1,"-37.282546;-37.211378;-37.137505;-37.062110;-36.982891;-36.904847;-36.821700;-36.741747;-36.656919;-36.571288;-36.480430;-36.391474;-36.303633;-36.210862;-36.116163;-36.019577;-35.920940;-35.820251;-35.717397;-35.612437;-35.505026;-35.395787;-35.283954;-35.169411;-35.052532;-34.932771;-34.810054;-34.686172;-34.557935;-34.428719;-34.297089;-34.161779;-34.034312;-33.937667;-33.676933;-33.402583;-33.106213;-32.792427;-32.462563;-32.114035;-31.750344;-31.401889;-31.244556;-30.522918;-29.635378;-28.622149;-27.487079;-26.213085;-24.773150;-23.147959"
5,bigQM7w_000247_stereo_00001,CC1CCC1,-196.645994571911,bigQM7w_000247_stereo_00001_C_rad_00004,CC1C[CH]C1,-195.977143486779,-195.741628109448,bigQM7w_000247_stereo_00001_C_rad_00004_ROO_00002,C[C@H]1C[C@@H](O[O])C1,-346.458883526240,-346.037144093050,bigQM7w_000247_stereo_00001_C_rad_00004_ROO_00002_QOOH_00002,C[C@H]1[CH][C@@H](OO)C1,-346.426725207284,-345.997058763511,bigQM7w_000247_stereo_00001_C_rad_00004_ROO_00002_QOOH_00002_Nbridge_01,C[C@@H]1C[C@@H]2OO[N][C@@H]12,-346.359482620980,-345.933660771949,50,-63.911190,-32.910512,-63.91119,0.0,1,1,"-63.911190;-63.828012;-63.738458;-63.644105;-63.538976;-63.427709;-63.305081;-63.176814;-63.035281;-62.894468;-62.785000;-62.659636;-61.934474;-60.991954;-59.825170;-58.364038;-56.621894;-54.504670;-52.022740;-49.093859;-45.709907;-41.682452;-37.014953;-31.658566;-25.554321;-18.646080;-11.013564;-1.252933;0.000000;-1.194213;-8.127406;-13.099668;-16.176164;-18.668987;-20.750656;-22.584529;-24.182988;-25.610687;-26.884141;-28.024560;-29.045123;-29.953871;-30.713318;-30.884062;-31.238985;-31.611111;-31.966122;-32.301496;-32.618149;-32.910512"
5,bigQM7w_000247_stereo_00001,CC1CCC1,-196.645994571911,bigQM7w_000247_stereo_00001_C_rad_00004,CC1C[CH]C1,-195.977143486779,-195.741628109448,bigQM7w_000247_stereo_00001_C_rad_00004_ROO_00002,C[C@H]1C[C@@H](O[O])C1,-346.458883526240,-346.037144093050,bigQM7w_000247_stereo_00001_C_rad_00004_ROO_00002_QOOH_00002,C[C@H]1[CH][C@@H](OO)C1,-346.426725207284,-345.997058763511,bigQM7w_000247_stereo_00001_C_rad_00004_ROO_00002_QOOH_00002_Nbridge_02,C[C@@H]1C[C@@H]2OO[N][C@H]12,-346.395832956064,-345.971363562927,49,-16.874116,-41.712342,-41.712342,0.0,1,1,"-16.874116;-16.799634;-16.721482;-16.638570;-16.551085;-16.459090;-16.360569;-16.256336;-16.146907;-16.032141;-15.911417;-15.785292;-15.652969;-15.514064;-15.370091;-15.217552;-15.055877;-14.884530;-14.714090;-14.579443;-14.366278;-13.530617;-12.478224;-11.183036;-9.616548;-7.507934;-4.744333;-1.103482;0.000000;-1.318035;-13.826231;-21.703641;-27.374511;-31.347829;-34.088329;-36.285740;-37.962315;-39.251294;-40.213239;-40.894164;-40.986385;-41.074356;-41.191485;-41.307965;-41.406491;-41.498689;-41.579859;-41.648969;-41.712342"
5,bigQM7w_000267_stereo_00001,C[C@@H]1C[C@@H]1C,-196.643177006719,bigQM7w_000267_stereo_00001_C_rad_00001,[CH2][C@@H]1C[C@@H]1C,-195.977093478234,-195.739251832912,bigQM7w_000267_stereo_00001_C_rad_00001_ROO_00001,C[C@H]1C[C@H]1CO[O],-346.449412620537,-346.026417343697,bigQM7w_000267_stereo_00001_C_rad_00001_ROO_00001_QOOH_00002,C[C@H]1C[C]1COO,-346.408761290468,-345.979448843995,bigQM7w_000267_stereo_00001_C_rad_00001_ROO_00001_QOOH_00002_Nbridge_01,C[C@H]1C[C@@]12COO[N]2,-346.381383253767,-345.954611218533,50,-15.140969,-39.833453,-39.833453,0.0,1,1,"-15.140969;-15.110995;-15.080192;-15.048109;-15.016634;-14.983541;-14.950078;-14.915290;-14.879794;-14.844282;-14.807303;-14.768298;-14.729020;-14.689032;-14.651474;-14.619434;-14.539629;-14.456479;-14.362179;-14.265624;-14.161986;-14.055510;-13.941499;-13.823689;-13.698624;-13.569607;-13.450240;-13.366409;-13.095522;-12.784578;-12.445264;-12.072014;-11.675493;-11.282144;-11.109411;-10.216944;-9.074894;-7.699969;-5.999706;-3.886296;-1.046481;0.000000;-1.318781;-13.576201;-22.016321;-28.384754;-32.852609;-35.853101;-38.223248;-39.833453"
5,bigQM7w_000267_stereo_00001,C[C@@H]1C[C@@H]1C,-196.643177006719,bigQM7w_000267_stereo_00001_C_rad_00001,[CH2][C@@H]1C[C@@H]1C,-195.977093478234,-195.739251832912,bigQM7w_000267_stereo_00001_C_rad_00001_ROO_00001,C[C@H]1C[C@H]1CO[O],-346.449412620537,-346.026417343697,bigQM7w_000267_stereo_00001_C_rad_00001_ROO_00001_QOOH_00002,C[C@H]1C[C]1COO,-346.408761290468,-345.979448843995,bigQM7w_000267_stereo_00001_C_rad_00001_ROO_00001_QOOH_00002_Nbridge_02,C[C@H]1C[C@]12COO[N]2,-346.381912372595,-345.955332653456,50,-14.926053,-42.202036,-42.202036,0.0,1,1,"-14.926053;-14.894740;-14.863604;-14.831863;-14.798324;-14.764520;-14.730476;-14.698416;-14.661736;-14.630921;-14.601648;-14.562780;-14.521793;-14.480997;-14.439148;-14.399544;-14.369592;-14.291463;-14.203895;-14.110140;-14.008186;-13.899630;-13.784100;-13.662979;-13.549296;-13.484826;-13.254974;-12.964104;-12.633438;-12.266051;-11.868564;-11.479141;-11.286628;-10.378612;-9.205807;-7.774120;-6.005417;-3.870249;-1.040728;0.000000;-1.315515;-13.422214;-21.847938;-28.270312;-32.808565;-35.876210;-38.334208;-40.015538;-41.293620;-42.202036"
5,bigQM7w_000267_stereo_00002,C[C@H]1C[C@@H]1C,-196.644925689414,bigQM7w_000267_stereo_00002_C_rad_00003,C[C@H]1[CH][C@@H]1C,-195.961980751149,-195.725204595367,bigQM7w_000267_stereo_00002_C_rad_00003_ROO_00001,C[C@H]1C(O[O])[C@@H]1C,-346.450598034130,-346.028792546473,bigQM7w_000267_stereo_00002_C_rad_00003_ROO_00001_QOOH_00002,C[C]1C(OO)[C@@H]1C,-346.413249289233,-345.983798143090,bigQM7w_000267_stereo_00002_C_rad_00003_ROO_00001_QOOH_00002_Nbridge_01,C[C@H]1C2OO[N][C@@]21C,-346.387488064001,-345.962248816088,50,-41.523358,-10.942971,-41.523358,0.0,1,1,"-41.523358;-41.446704;-41.363343;-41.271354;-41.173782;-41.066960;-40.947899;-40.836430;-40.763690;-40.710211;-40.116384;-39.221729;-37.909096;-36.093869;-33.536119;-30.204326;-25.414735;-18.948779;-11.206516;-1.458834;0.000000;-1.012721;-3.239058;-4.945135;-6.308702;-7.368143;-8.215330;-8.415645;-8.508329;-8.678712;-8.848004;-9.007466;-9.162540;-9.309851;-9.448462;-9.580823;-9.708237;-9.831306;-9.946303;-10.057488;-10.165346;-10.266542;-10.365452;-10.457976;-10.548835;-10.633005;-10.715394;-10.796188;-10.871589;-10.942971"
5,bigQM7w_000267_stereo_00002,C[C@H]1C[C@@H]1C,-196.644925689414,bigQM7w_000267_stereo_00002_C_rad_00003,C[C@H]1[CH][C@@H]1C,-195.961980751149,-195.725204595367,bigQM7w_000267_stereo_00002_C_rad_00003_ROO_00001,C[C@H]1C(O[O])[C@@H]1C,-346.450598034130,-346.028792546473,bigQM7w_000267_stereo_00002_C_rad_00003_ROO_00001_QOOH_00002,C[C]1C(OO)[C@@H]1C,-346.413249289233,-345.983798143090,bigQM7w_000267_stereo_00002_C_rad_00003_ROO_00001_QOOH_00002_Nbridge_02,C[C@H]1C2OO[N][C@]21C,-346.382977205376,-345.958460919108,50,-43.375272,-11.343364,-43.375272,0.0,1,1,"-43.375272;-43.293407;-43.205489;-43.107542;-43.001997;-42.898757;-42.858200;-42.704677;-42.060988;-41.123891;-39.791078;-37.987094;-35.509614;-32.298384;-27.825124;-21.566988;-13.485142;-1.451657;0.000000;-0.993552;-3.588249;-5.449402;-6.924877;-8.048753;-8.834543;-8.986823;-9.146882;-9.319868;-9.494357;-9.654568;-9.803883;-9.943233;-10.077410;-10.200808;-10.318632;-10.429353;-10.534942;-10.635231;-10.731882;-10.823118;-10.907571;-10.990071;-11.065563;-11.136191;-11.158735;-11.193323;-11.232208;-11.270636;-11.305773;-11.343364"
5,bigQM7w_000280_stereo_00001,CCCCC,-197.878928869325,bigQM7w_000280_stereo_00001_C_rad_00002,C[CH]CCC,-197.212863159869,-196.967412442435,bigQM7w_000280_stereo_00001_C_rad_00002_ROO_00001,CCC[C@@H](C)O[O],-347.692085519837,-347.260986606728,bigQM7w_000280_stereo_00001_C_rad_00002_ROO_00001_QOOH_00002,CC[CH][C@@H](C)OO,-347.662089865353,-347.224090015094,bigQM7w_000280_stereo_00001_C_rad_00002_ROO_00001_QOOH_00002_Nbridge_01,CC[C@@H]1[N]OO[C@@H]1C,-347.629400658316,-347.194281149434,50,-17.700474,-39.508288,-39.508288,0.0,1,1,"-17.700474;-17.628166;-17.552212;-17.471664;-17.386957;-17.298437;-17.205188;-17.107690;-17.004323;-16.895793;-16.783240;-16.661463;-16.537655;-16.406978;-16.269164;-16.124014;-15.975002;-15.818103;-15.653087;-15.481717;-15.300850;-15.114432;-14.913331;-14.712732;-14.525979;-14.207800;-13.227716;-11.973558;-10.391793;-8.124014;-5.055042;-1.090067;0.000000;-1.263977;-13.545679;-21.263209;-26.738119;-30.534923;-33.101400;-35.057173;-36.550495;-37.657027;-38.467748;-39.009524;-39.063367;-39.139301;-39.234552;-39.336432;-39.427482;-39.508288"
5,bigQM7w_000280_stereo_00001,CCCCC,-197.878928869325,bigQM7w_000280_stereo_00001_C_rad_00002,C[CH]CCC,-197.212863159869,-196.967412442435,bigQM7w_000280_stereo_00001_C_rad_00002_ROO_00001,CCC[C@@H](C)O[O],-347.692085519837,-347.260986606728,bigQM7w_000280_stereo_00001_C_rad_00002_ROO_00001_QOOH_00002,CC[CH][C@@H](C)OO,-347.662089865353,-347.224090015094,bigQM7w_000280_stereo_00001_C_rad_00002_ROO_00001_QOOH_00002_Nbridge_02,CC[C@H]1[N]OO[C@@H]1C,-347.631267314637,-347.195795857914,43,-16.762954,-39.425607,-39.425607,0.0,1,1,"-16.762954;-16.687596;-16.613580;-16.530835;-16.446546;-16.353585;-16.250727;-16.157675;-16.098132;-15.878353;-15.621800;-15.333299;-15.008822;-14.689856;-14.515639;-13.719015;-12.685821;-11.371471;-9.768410;-7.622197;-4.784545;-1.085427;0.000000;-1.280703;-13.517644;-21.371357;-27.004602;-30.936638;-33.584274;-35.484659;-36.896932;-37.886348;-38.567395;-38.733629;-38.780908;-38.890445;-38.996625;-39.097803;-39.185338;-39.265727;-39.338778;-39.403019;-39.425607"
6,bigQM7w_000280_stereo_00001,CCCCC,-197.878928869325,bigQM7w_000280_stereo_00001_C_rad_00002,C[CH]CCC,-197.212863159869,-196.967412442435,bigQM7w_000280_stereo_00001_C_rad_00002_ROO_00001,CCC[C@@H](C)O[O],-347.692085519837,-347.260986606728,bigQM7w_000280_stereo_00001_C_rad_00002_ROO_00001_QOOH_00004,C[CH]C[C@@H](C)OO,-347.661361753139,-347.222952786325,bigQM7w_000280_stereo_00001_C_rad_00002_ROO_00001_QOOH_00004_Nbridge_01,C[C@@H]1C[C@@H](C)[N]OO1,-347.645514783741,-347.212486188770,40,-7.276296,-27.185282,-27.185282,0.0,1,1,"-7.276296;-7.218192;-7.152582;-7.079956;-7.002492;-6.909832;-6.813393;-6.702395;-6.582858;-6.451437;-6.306623;-6.158415;-6.037281;-5.873278;-5.068293;-3.986555;-2.650820;-0.907988;0.000000;-1.304051;-7.521400;-12.547160;-16.417660;-19.173405;-21.294597;-22.929991;-24.190875;-25.166425;-25.898659;-26.026990;-26.161802;-26.300257;-26.443498;-26.573418;-26.692188;-26.808152;-26.911970;-27.010026;-27.100674;-27.185282"
6,bigQM7w_000280_stereo_00001,CCCCC,-197.878928869325,bigQM7w_000280_stereo_00001_C_rad_00002,C[CH]CCC,-197.212863159869,-196.967412442435,bigQM7w_000280_stereo_00001_C_rad_00002_ROO_00001,CCC[C@@H](C)O[O],-347.692085519837,-347.260986606728,bigQM7w_000280_stereo_00001_C_rad_00002_ROO_00001_QOOH_00004,C[CH]C[C@@H](C)OO,-347.661361753139,-347.222952786325,bigQM7w_000280_stereo_00001_C_rad_00002_ROO_00001_QOOH_00004_Nbridge_02,C[C@@H]1C[C@H](C)[N]OO1,-347.642502846968,-347.209322336118,44,-8.740443,-28.079350,-28.07935,0.0,1,1,"-8.740443;-8.673679;-8.600776;-8.522045;-8.440481;-8.342286;-8.243202;-8.127496;-8.005820;-7.867664;-7.726395;-7.636616;-7.479825;-6.721640;-5.725610;-4.442667;-2.918096;-0.954621;0.000000;-1.292380;-7.739754;-12.958429;-17.062749;-20.006796;-22.190972;-23.854622;-25.086265;-26.021323;-26.704729;-26.806728;-27.068260;-27.318816;-27.537978;-27.631000;-27.669680;-27.719709;-27.769398;-27.817564;-27.864465;-27.911386;-27.955070;-27.998054;-28.037062;-28.079350"
5,bigQM7w_000301_stereo_00001,C=CCCC,-196.648799739415,bigQM7w_000301_stereo_00001_C_rad_00003,C=C[CH]CC,-196.005881051473,-195.765455642277,bigQM7w_000301_stereo_00001_C_rad_00003_ROO_00001,C=C[C@H](CC)O[O],-346.459259009424,-346.032955146404,bigQM7w_000301_stereo_00001_C_rad_00003_ROO_00001_QOOH_00002,C=C[C@H]([CH]C)OO,-346.430053274654,-345.996322173408,bigQM7w_000301_stereo_00001_C_rad_00003_ROO_00001_QOOH_00002_Nbridge_01,C=C[C@H]1OO[N][C@@H]1C,-346.397510211799,-345.967293236678,50,-17.442194,-27.098485,-27.098485,0.0,1,1,"-17.442194;-17.413751;-17.384838;-17.355073;-17.324119;-17.291572;-17.257973;-17.223648;-17.187462;-17.150617;-17.112449;-17.073119;-17.032828;-16.991286;-16.948161;-16.903965;-16.857728;-16.811297;-16.762677;-16.717291;-16.692827;-16.605269;-16.506841;-16.392719;-16.272907;-16.143455;-16.003911;-15.856317;-15.699821;-15.532231;-15.352847;-15.164826;-14.963176;-14.751088;-14.523190;-14.283727;-14.026068;-13.763594;-13.585614;-13.126767;-11.817047;-10.130723;-7.860743;-4.896589;-1.086825;0.000000;-1.286029;-13.696253;-21.526324;-27.098485"
